filename,report_title,section,sentence,label,units,predictedlabel
wasde0522.xls,NOTE:  Russia’s recent military invasion of Ukraine significantly increased the uncertainty of agricultural supply and demand conditions in the region and globally.  The May WASDE represents an ongoing assessment of the short-term impacts as a result of this action.,COARSE GRAINS,"With total U.S. corn supply falling more than use, 2022/23 U.S. ending stocks are down 80 million bushels from last year.",C,2022/23 U.S. ending stocks are down 80 million bushels from last year.,e
wasde0520.xls,WASDE - 600,COARSE GRAINS,"With total U.S. corn supply rising more than use, 2020/21 U.S. ending stocks are up 1.2 billion bushels from last year and if realized would be the highest since 1987/88.",P,"With total U.S. corn supply rising more than use,",e
wasde0520.xls,WASDE - 600,COARSE GRAINS,"With total U.S. corn supply rising more than use, 2020/21 U.S. ending stocks are up 1.2 billion bushels from last year and if realized would be the highest since 1987/88.",C,2020/21 U.S. ending stocks are up 1.2 billion bushels from last year,e
wasde0520.xls,WASDE - 600,COARSE GRAINS,"With total U.S. corn supply rising more than use, 2020/21 U.S. ending stocks are up 1.2 billion bushels from last year and if realized would be the highest since 1987/88.",E,and if realized would be the highest since 1987/88.,c
wasde0523.xls,WASDE - 636,COARSE GRAINS,"With total U.S. corn supply rising more than use, 2023/24 ending stocks are up 805 million bushels from last year and if realized would be the highest in absolute terms since 2016/17.",P,"With total U.S. corn supply rising more than use,",e
wasde0523.xls,WASDE - 636,COARSE GRAINS,"With total U.S. corn supply rising more than use, 2023/24 ending stocks are up 805 million bushels from last year and if realized would be the highest in absolute terms since 2016/17.",C,2023/24 ending stocks are up 805 million bushels from last year,e
wasde0523.xls,WASDE - 636,COARSE GRAINS,"With total U.S. corn supply rising more than use, 2023/24 ending stocks are up 805 million bushels from last year and if realized would be the highest in absolute terms since 2016/17.",E,and if realized would be the highest in absolute terms since 2016/17.,e
wasde0524.xls,WASDE - 648,COARSE GRAINS,"With total U.S. corn supply rising more than use, 2024/25 ending stocks are up 80 million bushels from last year and, if realized, would be the highest in absolute terms since 2018/19.",P,"With total U.S. corn supply rising more than use,",e
wasde0524.xls,WASDE - 648,COARSE GRAINS,"With total U.S. corn supply rising more than use, 2024/25 ending stocks are up 80 million bushels from last year and, if realized, would be the highest in absolute terms since 2018/19.",C,2024/25 ending stocks are up 80 million bushels from last year,e
wasde0524.xls,WASDE - 648,COARSE GRAINS,"With total U.S. corn supply rising more than use, 2024/25 ending stocks are up 80 million bushels from last year and, if realized, would be the highest in absolute terms since 2018/19.",E,"and, if realized, would be the highest in absolute terms since 2018/19.",c
wasde1121.xls,WASDE - 618,OILSEEDS,"With use falling more than supply, soybean ending stocks are raised 20 million bushels.",P,"With use falling more than supply,",e
wasde1121.xls,WASDE - 618,OILSEEDS,"With use falling more than supply, soybean ending stocks are raised 20 million bushels.",C,soybean ending stocks are raised 20 million bushels.,e
wasde0120.xls,WASDE - 596,COARSE GRAINS,"With use rising more than supply, 2019/20 corn stocks are reduced 18 million bushels.",P,"With use rising more than supply,",e
wasde0120.xls,WASDE - 596,COARSE GRAINS,"With use rising more than supply, 2019/20 corn stocks are reduced 18 million bushels.",C,2019/20 corn stocks are reduced 18 million bushels.,e
wasde1121.xls,WASDE - 618,COARSE GRAINS,"With use rising slightly more than supply, corn ending stocks are lowered 7 million bushels.",P,"With use rising slightly more than supply,",e
wasde1121.xls,WASDE - 618,COARSE GRAINS,"With use rising slightly more than supply, corn ending stocks are lowered 7 million bushels.",C,corn ending stocks are lowered 7 million bushels.,e
wasde0724.xls,WASDE - 650,COARSE GRAINS,"With use rising slightly more than supply, ending stocks are down 5 million bushels.",P,"With use rising slightly more than supply,",e
wasde0724.xls,WASDE - 650,COARSE GRAINS,"With use rising slightly more than supply, ending stocks are down 5 million bushels.",C,ending stocks are down 5 million bushels.,e
wasde1022.xls,WASDE - 629,COTTON,"With world trade projected lower, the export forecast is 100,000 bales lower at 12.5 million bales, while ending stocks are 100,000 bales higher.",P,"With world trade projected lower,",e
wasde1022.xls,WASDE - 629,COTTON,"With world trade projected lower, the export forecast is 100,000 bales lower at 12.5 million bales, while ending stocks are 100,000 bales higher.",C,"the export forecast is 100,000 bales lower at 12.5 million bales,",e
wasde1022.xls,WASDE - 629,COTTON,"With world trade projected lower, the export forecast is 100,000 bales lower at 12.5 million bales, while ending stocks are 100,000 bales higher.",C,"while ending stocks are 100,000 bales higher.",e
wasde0420.xls,WASDE - 599,RICE,World 2019/20 consumption is lowered by 2.1 million tons to 490.2 million on decreases for several Asian and African countries with constrained supplies.,C,World 2019/20 consumption is lowered by 2.1 million tons to 490.2 million,e
wasde0420.xls,WASDE - 599,RICE,World 2019/20 consumption is lowered by 2.1 million tons to 490.2 million on decreases for several Asian and African countries with constrained supplies.,P,on decreases for several Asian and African countries with constrained supplies.,p
wasde0321.xls,WASDE - 610,RICE,"World 2020/21 consumption is increased 0.5 million tons to a record 504.7 million, primarily on more domestic use by India.",C,"World 2020/21 consumption is increased 0.5 million tons to a record 504.7 million,",e
wasde0321.xls,WASDE - 610,RICE,"World 2020/21 consumption is increased 0.5 million tons to a record 504.7 million, primarily on more domestic use by India.",P,primarily on more domestic use by India.,p
wasde0121.xls,WASDE - 608,WHEAT,"World 2020/21 consumption is increased 1.8 million tons to 759.5 million, mostly on higher feed and residual use for China and the United States and greater food, seed, and industrial (FSI) use for Russia.",C,"World 2020/21 consumption is increased 1.8 million tons to 759.5 million,",e
wasde0121.xls,WASDE - 608,WHEAT,"World 2020/21 consumption is increased 1.8 million tons to 759.5 million, mostly on higher feed and residual use for China and the United States and greater food, seed, and industrial (FSI) use for Russia.",P,mostly on higher feed and residual use for China and the United States,p
wasde0121.xls,WASDE - 608,WHEAT,"World 2020/21 consumption is increased 1.8 million tons to 759.5 million, mostly on higher feed and residual use for China and the United States and greater food, seed, and industrial (FSI) use for Russia.",P,"and greater food, seed, and industrial (FSI) use for Russia.",p
wasde0221.xls,WASDE - 609,RICE,World 2020/21 consumption is increased 2.2 million tons to a record 504.2 million.,C,World 2020/21 consumption is increased 2.2 million tons,e
wasde0221.xls,WASDE - 609,RICE,World 2020/21 consumption is increased 2.2 million tons to a record 504.2 million.,E,to a record 504.2 million.,e
wasde1220.xls,WASDE - 607,WHEAT,"World 2020/21 consumption is increased 5.1 million tons to 757.8 million, mostly on higher feed and residual use for China, Australia, and the EU.",C,"World 2020/21 consumption is increased 5.1 million tons to 757.8 million,",e
wasde1220.xls,WASDE - 607,WHEAT,"World 2020/21 consumption is increased 5.1 million tons to 757.8 million, mostly on higher feed and residual use for China, Australia, and the EU.",P,"mostly on higher feed and residual use for China, Australia, and the EU.",p
wasde0621.xls,WASDE - 611,WHEAT,"World 2020/21 consumption is increased 5.1 million tons to 781.0 million, mainly on higher feed and residual use for China.",C,"World 2020/21 consumption is increased 5.1 million tons to 781.0 million,",e
wasde0621.xls,WASDE - 611,WHEAT,"World 2020/21 consumption is increased 5.1 million tons to 781.0 million, mainly on higher feed and residual use for China.",P,mainly on higher feed and residual use for China.,p
wasde0321.xls,WASDE - 610,WHEAT,"World 2020/21 consumption is increased 6.6 million tons to 775.9 million, mostly on higher feed and residual use for China.",C,"World 2020/21 consumption is increased 6.6 million tons to 775.9 million,",e
wasde0321.xls,WASDE - 610,WHEAT,"World 2020/21 consumption is increased 6.6 million tons to 775.9 million, mostly on higher feed and residual use for China.",P,mostly on higher feed and residual use for China.,p
wasde0221.xls,WASDE - 609,WHEAT,"World 2020/21 consumption is increased 9.8 million tons to 769.3 million, mostly on higher feed and residual use for China and increased food, seed, and industrial (FSI) use for India.",C,"World 2020/21 consumption is increased 9.8 million tons to 769.3 million,",e
wasde0221.xls,WASDE - 609,WHEAT,"World 2020/21 consumption is increased 9.8 million tons to 769.3 million, mostly on higher feed and residual use for China and increased food, seed, and industrial (FSI) use for India.",P,mostly on higher feed and residual use for China,e
wasde0221.xls,WASDE - 609,WHEAT,"World 2020/21 consumption is increased 9.8 million tons to 769.3 million, mostly on higher feed and residual use for China and increased food, seed, and industrial (FSI) use for India.",P,"and increased food, seed, and industrial (FSI) use for India.",e
wasde0621.xls,WASDE - 611,RICE,"World 2020/21 consumption is lowered 0.4 million tons to a still record 504.3 million, mainly on reductions for the United Arab Emirates, Saudi Arabia, and Burma.",C,"World 2020/21 consumption is lowered 0.4 million tons to a still record 504.3 million,",e
wasde0621.xls,WASDE - 611,RICE,"World 2020/21 consumption is lowered 0.4 million tons to a still record 504.3 million, mainly on reductions for the United Arab Emirates, Saudi Arabia, and Burma.",P,"mainly on reductions for the United Arab Emirates, Saudi Arabia, and Burma.",e
wasde0620.xls,WASDE - 601,RICE,"World 2020/21 consumption is lowered by 0.1 million tons to 498.0 million, still a record, as decreases for Vietnam and Philippines are not completely offset by increases for Brazil, China, Nigeria, and the U.S.",C,"World 2020/21 consumption is lowered by 0.1 million tons to 498.0 million,",e
wasde0620.xls,WASDE - 601,RICE,"World 2020/21 consumption is lowered by 0.1 million tons to 498.0 million, still a record, as decreases for Vietnam and Philippines are not completely offset by increases for Brazil, China, Nigeria, and the U.S.",C,"still a record,",c
wasde0620.xls,WASDE - 601,RICE,"World 2020/21 consumption is lowered by 0.1 million tons to 498.0 million, still a record, as decreases for Vietnam and Philippines are not completely offset by increases for Brazil, China, Nigeria, and the U.S.",P,"as decreases for Vietnam and Philippines are not completely offset by increases for Brazil, China, Nigeria, and the U.S.",p
wasde1120.xls,WASDE - 606,COTTON,"World 2020/21 cotton production is projected marginally lower than in October, but with slightly higher beginning stocks and slightly lower use, global ending stocks are up 300,000 bales from the previous month.",C,"World 2020/21 cotton production is projected marginally lower than in October,",e
